Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
31/08/2021,37617.6,38287.2,38469.8,37130.7 ,14.99M,-0.96%
30/08/2021,37982.8,37495.9,38043.7,36948.0 ,19.12M,1.96%
27/08/2021,37252.4,36643.7,37374.1,36400.2 ,16.47M,0.16%
26/08/2021,37191.5,37739.4,37922.0,36339.3 ,19.00M,-1.45%
25/08/2021,37739.4,37252.4,37739.4,36765.4 ,17.20M,1.31%
24/08/2021,37252.4,38348.1,38713.3,36339.3 ,36.18M,-3.47%
23/08/2021,38591.5,38043.7,38591.5,37617.6 ,22.37M,1.44%
20/08/2021,38043.7,38165.4,38652.4,36948.0 ,41.33M,-0.32%
19/08/2021,38165.4,37069.8,38287.2,37008.9 ,24.40M,4.15%
18/08/2021,36643.7,37069.8,38043.7,36643.7 ,27.35M,-1.79%
17/08/2021,37313.3,37617.6,37861.1,37008.9 ,20.14M,-1.29%
16/08/2021,37800.2,37313.3,38043.7,37069.8 ,26.29M,5.25%
13/08/2021,35913.3,35304.6,36339.3,35121.9 ,33.36M,2.25%
12/8/2021,35121.9,34939.3,35852.4,34939.3 ,21.19M,0.00%
11/8/2021,35121.9,36339.3,36400.2,35121.9 ,27.47M,-2.86%
10/8/2021,36156.7,36643.7,36704.6,35913.3 ,19.52M,0.17%
9/8/2021,36095.9,34148.0,36643.7,34148.0 ,35.44M,5.14%
6/8/2021,34330.6,34817.6,35121.9,34330.6 ,25.52M,-1.91%
5/8/2021,35000.2,34269.8,35182.8,34148.0 ,18.97M,1.23%
4/8/2021,34574.1,34878.5,34878.5,34208.9 ,18.55M,0.53%
3/8/2021,34391.5,33356.7,34391.5,33174.1 ,28.18M,2.73%
2/8/2021,33478.5,32930.6,33843.7,32869.8 ,23.93M,0.73%
30/07/2021,33235.0,32869.8,33478.5,32626.3 ,23.56M,1.11%
29/07/2021,32869.8,32261.1,32869.8,32078.5 ,20.14M,3.05%
28/07/2021,31895.8,31591.5,32261.1,31530.6 ,10.92M,0.77%
27/07/2021,31652.4,31530.6,32504.5,31408.9 ,22.95M,2.36%
26/07/2021,30921.9,30800.2,31408.9,30435.0 ,15.08M,0.40%
23/07/2021,30800.2,31530.6,31895.8,30800.2 ,19.08M,-3.07%
22/07/2021,31774.1,31165.4,32261.1,31104.5 ,15.54M,1.36%
21/07/2021,31348.0,32017.6,32261.1,31287.1 ,14.77M,-2.28%
20/07/2021,32078.5,30495.8,32078.5,29704.5 ,23.77M,6.90%
19/07/2021,30008.9,31043.7,31530.6,30008.9 ,25.74M,-6.63%
16/07/2021,32139.3,32687.1,32808.9,32078.5 ,16.78M,-1.68%
15/07/2021,32687.1,30435.0,32687.1,30435.0 ,21.14M,5.29%
14/07/2021,31043.7,31530.6,31713.2,29856.7 ,18.68M,-1.54%
13/07/2021,31530.6,30678.4,31530.6,29978.4 ,19.36M,4.65%
12/7/2021,30130.6,31348.0,31956.7,29795.8 ,37.14M,-5.89%
9/7/2021,32017.6,32687.1,33478.5,31713.2 ,21.19M,-3.31%
8/7/2021,33113.2,33356.7,33782.8,32565.4 ,16.01M,-0.18%
7/7/2021,33174.1,32261.1,33174.1,30739.3 ,28.66M,3.61%
6/7/2021,32017.6,34391.5,35182.8,32017.6 ,25.77M,-6.90%
5/7/2021,34391.5,34878.5,35061.1,33356.7 ,29.18M,-2.42%
2/7/2021,35243.7,35243.7,35913.3,34695.9 ,19.68M,0.70%
1/7/2021,35000.2,34087.2,35426.3,33721.9 ,21.32M,4.55%
30/06/2021,33478.5,32930.6,33661.1,32869.8 ,18.05M,0.73%
29/06/2021,33235.0,32808.9,33965.4,32626.3 ,16.20M,1.30%
28/06/2021,32808.9,33356.7,33356.7,32382.8 ,14.97M,0.37%
25/06/2021,32687.1,30739.3,32687.1,30678.4 ,36.78M,6.97%
24/06/2021,30556.7,30435.0,30739.3,30252.4 ,11.49M,0.60%
23/06/2021,30374.1,30130.6,30921.9,29948.0 ,14.97M,0.81%
22/06/2021,30130.6,30374.1,30374.1,29887.1 ,14.04M,1.02%
21/06/2021,29826.3,30495.8,30739.3,29765.4 ,19.48M,-2.97%
18/06/2021,30739.3,31348.0,31348.0,30495.8 ,12.11M,0.00%
17/06/2021,30739.3,29278.4,31287.1,29278.4 ,16.71M,2.23%
16/06/2021,30069.7,30921.9,31469.8,29795.8 ,34.31M,-5.00%
15/06/2021,31652.4,31652.4,32565.4,31348.0 ,23.05M,0.00%
14/06/2021,31652.4,30159.3,32010.7,29860.7 ,28.86M,5.79%
11/6/2021,29920.4,27770.5,29980.2,27710.7 ,34.50M,6.60%
10/6/2021,28069.1,27889.9,28517.0,27770.5 ,23.14M,0.64%
9/6/2021,27889.9,26635.8,28098.9,25680.2 ,33.09M,6.14%
8/6/2021,26277.4,28069.1,28606.6,26277.4 ,30.47M,-6.68%
7/6/2021,28158.7,28785.7,29442.7,27173.3 ,37.26M,-3.28%
4/6/2021,29114.2,29144.1,29860.7,28666.3 ,24.81M,-0.31%
3/6/2021,29203.8,28487.1,29382.9,28069.1 ,22.82M,6.30%
2/6/2021,27471.9,25680.2,27471.9,25680.2 ,25.81M,5.26%
1/6/2021,26098.3,26874.6,27053.8,25859.4 ,19.26M,-1.58%
31/05/2021,26516.3,25321.9,26576.0,25083.0 ,18.94M,6.22%
28/05/2021,24963.6,23828.9,25023.3,23590.0 ,26.45M,5.56%
27/05/2021,23649.7,24455.9,24545.5,23291.4 ,25.09M,-3.30%
26/05/2021,24455.9,24366.3,24903.8,24187.2 ,20.59M,0.12%
25/05/2021,24426.1,23769.1,24485.8,23590.0 ,22.95M,2.76%
24/05/2021,23769.1,23410.8,23799.0,23052.5 ,25.73M,2.05%
21/05/2021,23291.4,23291.4,24067.7,22992.8 ,24.75M,1.30%
20/05/2021,22992.8,21589.3,22992.8,21499.7 ,43.69M,6.94%
19/05/2021,21499.7,21051.8,21619.2,20902.5 ,25.43M,2.13%
18/05/2021,21051.8,21141.4,21440.0,20842.8 ,17.95M,-0.56%
17/05/2021,21171.2,21499.7,21678.9,21081.7 ,26.32M,0.42%
14/05/2021,21081.7,21111.5,21440.0,20932.4 ,20.27M,0.71%
13/05/2021,20932.4,20544.2,21589.3,20544.2 ,32.57M,0.72%
12/5/2021,20783.1,20305.3,20812.9,20305.3 ,15.74M,1.75%
11/5/2021,20424.7,20902.5,21081.7,20424.7 ,24.92M,-1.44%
10/5/2021,20723.3,19409.5,20842.8,19290.0 ,35.28M,6.12%
7/5/2021,19528.9,19409.5,20006.7,19349.7 ,14.55M,-0.46%
6/5/2021,19618.5,20006.7,20275.4,19558.8 ,16.64M,-2.23%
5/5/2021,20066.4,19767.8,20424.7,19678.2 ,19.24M,2.13%
4/5/2021,19648.4,18991.4,19648.4,18872.0 ,15.53M,0.92%
29/04/2021,19469.2,19170.6,19708.1,19170.6 ,14.24M,1.56%
28/04/2021,19170.6,18991.4,19439.3,18931.7 ,13.59M,0.94%
27/04/2021,18991.4,18931.7,19110.9,18603.2 ,8.31M,0.32%
26/04/2021,18931.7,19708.1,19767.8,18872.0 ,15.42M,-3.94%
23/04/2021,19708.1,19110.9,19708.1,18842.1 ,22.79M,3.94%
22/04/2021,18961.6,20066.4,20305.3,18961.6 ,22.96M,-6.89%
20/04/2021,20365.0,21201.1,21231.0,20245.6 ,23.14M,-2.01%
19/04/2021,20783.1,20603.9,20783.1,20185.8 ,18.44M,2.35%
16/04/2021,20305.3,20693.5,20932.4,19887.2 ,28.28M,-2.44%
15/04/2021,20812.9,21469.9,21469.9,20723.3 ,29.07M,-3.06%
14/04/2021,21469.9,21021.9,21619.2,20902.5 ,25.63M,0.98%
13/04/2021,21260.8,22037.2,22037.2,20992.1 ,27.43M,-2.47%
12/4/2021,21798.3,21260.8,22007.3,21021.9 ,26.34M,3.55%
9/4/2021,21051.8,20962.2,21320.6,20902.5 ,17.67M,0.14%
8/4/2021,21021.9,21320.6,21320.6,20872.6 ,17.08M,-0.42%
7/4/2021,21111.5,20902.5,21201.1,20783.1 ,20.19M,1.00%
6/4/2021,20902.5,20603.9,21081.7,20603.9 ,24.67M,0.00%
5/4/2021,20902.5,20902.5,21201.1,20544.2 ,28.98M,2.04%
2/4/2021,20484.5,20842.8,20872.6,20335.1 ,21.44M,1.03%
1/4/2021,20275.4,18991.4,20275.4,18961.6 ,34.01M,6.93%
31/03/2021,18961.6,18931.7,19200.4,18901.8 ,11.87M,-0.16%
30/03/2021,18991.4,19051.1,19051.1,18633.1 ,11.31M,1.27%
29/03/2021,18752.5,18692.8,18782.4,18513.6 ,8.84M,1.62%
26/03/2021,18453.9,18304.6,18573.4,17558.1 ,15.75M,0.32%
25/03/2021,18394.2,18812.3,18961.6,18334.5 ,20.60M,-1.60%
24/03/2021,18692.8,19290.0,19558.8,18513.6 ,20.62M,-4.86%
23/03/2021,19648.4,19947.0,19947.0,19439.3 ,13.71M,-1.50%
22/03/2021,19947.0,20066.4,20156.0,19827.5 ,11.81M,0.30%
19/03/2021,19887.2,19767.8,20305.3,19767.8 ,17.33M,0.00%
18/03/2021,19887.2,19827.5,20006.7,19708.1 ,10.99M,2.15%
17/03/2021,19469.2,19379.6,19648.4,19319.9 ,11.68M,-0.31%
16/03/2021,19528.9,19827.5,19827.5,19349.7 ,20.15M,-1.51%
15/03/2021,19827.5,20006.7,20126.1,19827.5 ,11.02M,-0.90%
12/3/2021,20006.7,20275.4,20365.0,19947.0 ,9.61M,-1.33%
11/3/2021,20275.4,20066.4,20484.5,19887.2 ,16.80M,2.57%
10/3/2021,19767.8,19588.6,19857.4,19290.0 ,16.98M,0.15%
9/3/2021,19737.9,19887.2,20036.5,19558.8 ,16.28M,-1.49%
8/3/2021,20036.5,20394.9,20574.0,19917.1 ,16.81M,0.30%
5/3/2021,19976.8,19708.1,19976.8,19409.5 ,21.96M,0.00%
4/3/2021,19976.8,20872.6,20872.6,19708.1 ,24.28M,-4.02%
3/3/2021,20812.9,20753.2,20962.2,20663.6 ,15.26M,-0.57%
2/3/2021,20932.4,21201.1,21201.1,20693.5 ,19.46M,0.14%
1/3/2021,20902.5,20066.4,20962.2,19887.2 ,29.97M,5.42%
26/02/2021,19827.5,19528.9,19947.0,19469.2 ,21.66M,-0.75%
25/02/2021,19976.8,20126.1,20156.0,19648.4 ,17.30M,0.00%
24/02/2021,19976.8,20484.5,20574.0,19708.1 ,22.73M,-0.45%
23/02/2021,20066.4,19678.2,20275.4,19499.0 ,24.18M,2.28%
22/02/2021,19618.5,19797.7,20156.0,19528.9 ,20.83M,-0.91%
19/02/2021,19797.7,19528.9,20066.4,19528.9 ,18.51M,-0.45%
18/02/2021,19887.2,20006.7,20156.0,19558.8 ,22.74M,-0.75%
17/02/2021,20036.5,19409.5,20066.4,19230.3 ,17.46M,5.67%
9/2/2021,18961.6,18394.2,19051.1,17677.5 ,24.68M,3.76%
8/2/2021,18274.8,18991.4,19558.8,17677.5 ,33.28M,-2.86%
5/2/2021,18812.3,17797.0,18812.3,17767.1 ,19.28M,6.06%
4/2/2021,17737.3,17737.3,18274.8,17438.7 ,18.75M,0.00%
3/2/2021,17737.3,17020.6,17737.3,16722.0 ,22.32M,6.83%
2/2/2021,16602.6,15945.6,16722.0,15348.4 ,18.02M,3.73%
1/2/2021,16005.3,17199.8,17617.8,16005.3 ,24.33M,-6.94%
29/01/2021,17199.8,15527.6,17707.4,15527.6 ,21.75M,3.78%
28/01/2021,16572.7,16572.7,16871.3,16572.7 ,28.06M,-6.88%
27/01/2021,17797.0,18573.4,19110.9,17797.0 ,21.83M,-6.88%
26/01/2021,19110.9,19976.8,20066.4,18872.0 ,16.51M,-5.04%
25/01/2021,20126.1,19827.5,20633.8,19648.4 ,18.87M,-0.15%
22/01/2021,20156.0,20484.5,20723.3,19947.0 ,17.86M,-2.32%
21/01/2021,20633.8,19947.0,20902.5,19708.1 ,20.32M,3.75%
20/01/2021,19887.2,20424.7,20603.9,18842.1 ,22.49M,-1.48%
19/01/2021,20185.8,21380.3,21708.7,20185.8 ,30.59M,-6.89%
18/01/2021,21678.9,22067.1,22067.1,21529.6 ,18.04M,-1.76%
15/01/2021,22067.1,21380.3,22246.2,21171.2 ,22.75M,4.53%
14/01/2021,21111.5,20006.7,21380.3,19708.1 ,35.48M,5.52%
13/01/2021,20006.7,20603.9,20603.9,19947.0 ,15.15M,-1.76%
12/1/2021,20365.0,19827.5,20603.9,19409.5 ,25.46M,1.64%
11/1/2021,20036.5,20365.0,20424.7,19737.9 ,20.93M,-1.76%
8/1/2021,20394.9,20842.8,20842.8,20036.5 ,17.71M,-0.73%
7/1/2021,20544.2,20603.9,20663.6,20036.5 ,21.41M,1.18%
6/1/2021,20305.3,20424.7,20872.6,19708.1 ,16.11M,0.74%
5/1/2021,20156.0,19857.4,20365.0,19767.8 ,13.40M,-0.15%
4/1/2021,20185.8,20603.9,20663.6,20185.8 ,14.00M,2.11%
31/12/2020,19767.8,18812.3,19976.8,18782.4 ,14.98M,5.08%
30/12/2020,18812.3,18752.5,19081.0,18513.6 ,16.35M,-0.63%
29/12/2020,18931.7,18812.3,19200.4,18573.4 ,18.50M,-0.94%
28/12/2020,19110.9,18931.7,19260.2,18573.4 ,19.54M,5.61%
25/12/2020,18095.6,16722.0,18095.6,16513.0 ,24.87M,6.88%
24/12/2020,16931.0,17140.1,17199.8,16005.3 ,24.67M,-1.56%
23/12/2020,17199.8,17528.2,17558.1,17020.6 ,21.71M,-2.70%
22/12/2020,17677.5,17319.2,17886.6,16990.7 ,19.58M,3.32%
21/12/2020,17110.2,16363.7,17110.2,16244.2 ,21.82M,6.90%
18/12/2020,16005.3,15169.2,16005.3,15019.9 ,23.00M,6.99%
17/12/2020,14960.2,14810.9,15288.7,14691.5 ,20.51M,0.00%
16/12/2020,14960.2,15288.7,15408.1,14930.4 ,22.43M,-1.77%
15/12/2020,15229.0,14810.9,15587.3,14810.9 ,23.83M,1.39%
14/12/2020,15019.9,14392.9,15019.9,14333.1 ,18.37M,6.79%
11/12/2020,14064.4,13616.5,14064.4,13467.2 ,14.01M,3.29%
10/12/2020,13616.5,13556.8,13885.2,13377.6 ,15.31M,0.44%
9/12/2020,13556.8,13258.2,13855.4,13258.2 ,21.37M,3.65%
8/12/2020,13079.0,12332.5,13108.9,12332.5 ,17.91M,6.57%
7/12/2020,12272.8,12153.3,12302.6,12093.6 ,11.00M,2.49%
4/12/2020,11974.1,12063.7,12123.5,11944.3 ,9.85M,-0.74%
3/12/2020,12063.7,11884.6,12183.2,11824.8 ,12.51M,2.54%
2/12/2020,11765.1,11586.0,11854.7,11556.1 ,11.02M,1.55%
1/12/2020,11586.0,11227.6,11586.0,11227.6 ,13.66M,0.78%
30/11/2020,11496.4,11586.0,11705.4,11466.5 ,10.45M,-0.52%
27/11/2020,11556.1,11436.7,11586.0,11436.7 ,7.16M,1.04%
26/11/2020,11436.7,11436.7,11526.2,11257.5 ,8.30M,-0.26%
25/11/2020,11466.5,11347.1,11526.2,11317.2 ,13.40M,1.32%
24/11/2020,11317.2,11227.6,11406.8,11108.2 ,17.00M,1.34%
23/11/2020,11167.9,10869.3,11197.8,10779.7 ,14.54M,2.75%
20/11/2020,10869.3,11018.6,11048.5,10809.6 ,9.40M,-1.35%
19/11/2020,11018.6,11078.3,11108.2,10929.0 ,8.08M,0.27%
18/11/2020,10988.7,10929.0,11108.2,10869.3 ,11.66M,0.82%
17/11/2020,10899.2,10660.3,10899.2,10540.8 ,13.33M,3.11%
16/11/2020,10570.7,10749.9,10809.6,10570.7 ,9.74M,-0.56%
13/11/2020,10630.4,10511.0,10630.4,10421.4 ,6.52M,1.71%
12/11/2020,10451.3,10511.0,10570.7,10421.4 ,5.66M,0.00%
11/11/2020,10451.3,10630.4,10690.1,10451.3 ,7.53M,-1.13%
10/11/2020,10570.7,10600.6,10779.7,10511.0 ,13.69M,1.14%
9/11/2020,10451.3,10301.9,10511.0,10301.9 ,6.16M,2.04%
6/11/2020,10242.2,10301.9,10361.7,10182.5 ,2.37M,-0.58%
5/11/2020,10301.9,10391.5,10481.1,10301.9 ,3.86M,-1.43%
4/11/2020,10451.3,10391.5,10481.1,10301.9 ,7.11M,0.86%
3/11/2020,10361.7,10301.9,10391.5,10272.1 ,4.84M,1.17%
2/11/2020,10242.2,10212.4,10242.2,10092.9 ,2.61M,0.29%
30/10/2020,10212.4,10212.4,10242.2,9973.5 ,4.70M,0.00%
29/10/2020,10212.4,9854.0,10212.4,9824.2 ,7.45M,2.40%
28/10/2020,9973.5,10212.4,10301.9,9854.0 ,9.19M,-2.91%
27/10/2020,10272.1,10451.3,10540.8,10272.1 ,8.46M,-2.27%
26/10/2020,10511.0,10690.1,10809.6,10511.0 ,7.35M,-1.68%
23/10/2020,10690.1,10809.6,10839.4,10570.7 ,6.79M,-0.56%
22/10/2020,10749.9,10481.1,10749.9,10391.5 ,10.38M,1.70%
21/10/2020,10570.7,10869.3,10929.0,10570.7 ,10.97M,-2.75%
20/10/2020,10869.3,10958.9,10958.9,10690.1 ,6.51M,-0.82%
19/10/2020,10958.9,10929.0,11167.9,10839.4 ,14.70M,1.10%
16/10/2020,10839.4,10809.6,10929.0,10720.0 ,6.90M,0.00%
15/10/2020,10839.4,10929.0,10958.9,10779.7 ,7.35M,0.28%
14/10/2020,10809.6,10511.0,10809.6,10421.4 ,8.35M,3.13%
13/10/2020,10481.1,10660.3,10720.0,10481.1 ,6.79M,-1.68%
12/10/2020,10660.3,10869.3,10869.3,10600.6 ,7.53M,-0.83%
9/10/2020,10749.9,10749.9,10899.2,10660.3 ,6.01M,0.84%
8/10/2020,10660.3,10749.9,10779.7,10511.0 ,7.24M,0.00%
7/10/2020,10660.3,10749.9,10839.4,10630.4 ,8.96M,-1.65%
6/10/2020,10839.4,10899.2,10958.9,10720.0 ,8.12M,-0.55%
5/10/2020,10899.2,10779.7,10929.0,10630.4 ,10.36M,2.82%
2/10/2020,10600.6,10690.1,10779.7,10152.6 ,17.02M,-0.28%
1/10/2020,10630.4,10212.4,10749.9,10152.6 ,16.03M,5.01%
30/09/2020,10122.8,10003.3,10152.6,9913.8 ,6.88M,1.19%
29/09/2020,10003.3,10212.4,10242.2,9973.5 ,9.51M,-0.89%
28/09/2020,10092.9,9883.9,10122.8,9883.9 ,8.10M,2.74%
25/09/2020,9824.2,9913.8,9943.6,9704.7 ,11.32M,-0.60%
24/09/2020,9883.9,9913.8,10033.2,9854.0 ,7.09M,-0.90%
23/09/2020,9973.5,9883.9,10033.2,9883.9 ,8.85M,0.91%
22/09/2020,9883.9,9764.5,9913.8,9764.5 ,10.59M,0.30%
21/09/2020,9854.0,9824.2,10003.3,9764.5 ,12.62M,1.23%
18/09/2020,9734.6,9555.4,9824.2,9525.6 ,12.27M,1.88%
17/09/2020,9555.4,9525.6,9585.3,9436.0 ,9.32M,0.63%
16/09/2020,9495.7,9436.0,9615.2,9436.0 ,5.91M,0.63%
15/09/2020,9436.0,9436.0,9645.0,9406.1 ,10.88M,0.32%
14/09/2020,9406.1,9465.8,9495.7,9346.4 ,7.21M,0.00%
11/9/2020,9406.1,9465.8,9525.6,9376.3 ,6.84M,-0.63%
10/9/2020,9465.8,9525.6,9645.0,9465.8 ,13.65M,0.00%
9/9/2020,9465.8,9256.8,9495.7,9227.0 ,10.94M,0.32%
8/9/2020,9436.0,9227.0,9436.0,9137.4 ,10.61M,2.93%
7/9/2020,9167.2,9256.8,9465.8,9137.4 ,14.88M,-0.33%
4/9/2020,9197.1,8958.2,9376.3,8868.6 ,15.09M,0.98%
3/9/2020,9107.5,9167.2,9167.2,9017.9 ,7.57M,0.99%
1/9/2020,9017.9,8868.6,9017.9,8838.8 ,5.36M,1.34%
31/08/2020,8898.5,9047.8,9107.5,8868.6 ,6.20M,-1.32%
28/08/2020,9017.9,9107.5,9197.1,9017.9 ,9.12M,0.00%
27/08/2020,9017.9,8988.1,9047.8,8928.4 ,5.76M,0.33%
26/08/2020,8988.1,8988.1,9077.7,8928.4 ,8.42M,0.33%
25/08/2020,8958.2,9047.8,9107.5,8928.4 ,7.16M,0.00%
24/08/2020,8958.2,8868.6,9017.9,8808.9 ,10.94M,2.04%
21/08/2020,8779.1,8629.7,8779.1,8570.0 ,5.84M,2.44%
20/08/2020,8570.0,8689.5,8719.3,8570.0 ,4.20M,-1.38%
19/08/2020,8689.5,8570.0,8719.3,8570.0 ,4.15M,1.04%
18/08/2020,8599.9,8659.6,8719.3,8570.0 ,3.00M,-0.69%
17/08/2020,8659.6,8719.3,8719.3,8510.3 ,5.92M,-0.68%
14/08/2020,8719.3,8838.8,8898.5,8629.7 ,6.68M,-1.68%
13/08/2020,8868.6,8779.1,8898.5,8719.3 ,5.80M,1.36%
12/8/2020,8749.2,8808.9,8838.8,8659.6 ,4.47M,-0.34%
11/8/2020,8779.1,8689.5,8808.9,8599.9 ,8.25M,2.08%
10/8/2020,8599.9,8659.6,8719.3,8599.9 ,5.11M,1.05%
7/8/2020,8510.3,8570.0,8629.7,8480.4 ,3.98M,-0.70%
6/8/2020,8570.0,8629.7,8689.5,8540.2 ,6.47M,-1.03%
5/8/2020,8659.6,8480.4,8779.1,8450.6 ,7.26M,1.05%
4/8/2020,8570.0,8570.0,8629.7,8390.9 ,7.21M,1.77%
3/8/2020,8420.7,8062.4,8480.4,8062.4 ,7.79M,4.06%
31/07/2020,8092.3,8002.7,8241.6,7972.8 ,4.40M,-1.45%
30/07/2020,8211.7,8122.1,8301.3,8122.1 ,4.19M,1.48%
29/07/2020,8092.3,8361.0,8361.0,7913.1 ,9.82M,-4.58%
28/07/2020,8480.4,8241.6,8480.4,7972.8 ,10.33M,6.77%
27/07/2020,7943.0,8062.4,8361.0,7943.0 ,12.91M,-6.99%
24/07/2020,8540.2,8868.6,8898.5,8331.1 ,15.18M,-4.03%
23/07/2020,8898.5,9017.9,9047.8,8868.6 ,6.80M,-1.00%
22/07/2020,8988.1,9197.1,9227.0,8988.1 ,6.15M,-1.31%
21/07/2020,9107.5,9346.4,9376.3,9017.9 ,10.80M,-1.30%
20/07/2020,9227.0,9555.4,9555.4,9227.0 ,10.00M,-1.59%
17/07/2020,9376.3,9292.0,9516.6,9264.0 ,10.60M,0.60%
16/07/2020,9320.1,9320.1,9376.3,9264.0 ,5.49M,0.30%
15/07/2020,9292.0,9432.4,9432.4,9264.0 ,6.74M,-0.90%
14/07/2020,9376.3,8927.1,9376.3,8927.1 ,14.19M,4.70%
13/07/2020,8955.2,9095.5,9123.6,8899.0 ,8.23M,0.00%
10/7/2020,8955.2,8842.9,9067.5,8842.9 ,14.11M,0.63%
9/7/2020,8899.0,8927.1,8983.2,8814.8 ,7.57M,0.96%
8/7/2020,8814.8,8702.5,8814.8,8618.3 ,3.87M,0.96%
7/7/2020,8730.6,8814.8,8899.0,8702.5 ,7.53M,-0.32%
6/7/2020,8758.7,8590.2,8758.7,8506.0 ,6.19M,2.97%
3/7/2020,8506.0,8590.2,8590.2,8477.9 ,3.55M,0.00%
2/7/2020,8506.0,8590.2,8590.2,8449.9 ,3.61M,-0.98%
1/7/2020,8590.2,8393.7,8646.4,8281.4 ,5.34M,3.38%
30/06/2020,8309.5,8534.1,8562.2,8113.0 ,5.87M,0.00%
29/06/2020,8309.5,8702.5,8702.5,8225.3 ,11.65M,-4.52%
26/06/2020,8702.5,8927.1,9095.5,8674.5 ,7.64M,-1.90%
25/06/2020,8871.0,8786.7,8899.0,8646.4 ,6.08M,0.32%
24/06/2020,8842.9,9039.4,9179.8,8814.8 ,9.28M,-2.17%
23/06/2020,9039.4,8674.5,9123.6,8674.5 ,21.78M,5.92%
22/06/2020,8534.1,8590.2,8702.5,8393.7 ,5.85M,-0.65%
19/06/2020,8590.2,8421.8,8590.2,8365.7 ,7.74M,2.00%
18/06/2020,8421.8,8253.4,8421.8,8253.4 ,2.86M,0.00%
17/06/2020,8421.8,8506.0,8562.2,8337.6 ,4.52M,-1.32%
16/06/2020,8534.1,8421.8,8562.2,8281.4 ,7.77M,5.19%
15/06/2020,8113.0,8702.5,8730.6,8113.0 ,11.27M,-6.77%
12/6/2020,8702.5,8197.2,8702.5,8028.8 ,11.78M,4.03%
11/6/2020,8365.7,8983.2,9095.5,8365.7 ,14.52M,-6.87%
10/6/2020,8983.2,8842.9,9039.4,8646.4 ,10.16M,0.95%
9/6/2020,8899.0,9151.7,9151.7,8871.0 ,10.00M,-1.25%
8/6/2020,9011.3,9095.5,9095.5,8927.1 ,9.31M,2.23%
5/6/2020,8814.8,8814.8,8871.0,8702.5 ,8.90M,0.00%
4/6/2020,8814.8,8674.5,8955.2,8674.5 ,14.54M,3.29%
3/6/2020,8534.1,8477.9,8534.1,8421.8 ,5.05M,1.00%
2/6/2020,8449.9,8590.2,8618.3,8421.8 ,9.48M,-0.99%
1/6/2020,8534.1,8365.7,8590.2,8337.6 ,6.92M,2.70%
29/05/2020,8309.5,8309.5,8365.7,8225.3 ,5.55M,-0.34%
28/05/2020,8337.6,8365.7,8477.9,8309.5 ,7.57M,-0.34%
27/05/2020,8365.7,8702.5,8730.6,8365.7 ,12.33M,-2.93%
26/05/2020,8618.3,8253.4,8646.4,8225.3 ,12.61M,-6.26%
25/05/2020,9194.0,9099.2,9225.6,9036.0 ,8.79M,1.75%
22/05/2020,9036.0,8972.8,9288.8,8909.6 ,10.88M,-0.35%
21/05/2020,9067.6,9130.8,9162.4,8972.8 ,4.84M,0.35%
20/05/2020,9036.0,9004.4,9099.2,8972.8 ,3.76M,0.00%
19/05/2020,9036.0,9162.4,9225.6,8972.8 ,10.03M,1.06%
18/05/2020,8941.2,8814.9,8972.8,8751.7 ,3.38M,1.43%
15/05/2020,8814.9,9067.6,9130.8,8783.3 ,5.45M,-2.10%
14/05/2020,9004.4,8751.7,9257.2,8751.7 ,8.55M,1.42%
13/05/2020,8878.0,8846.5,9036.0,8656.9 ,8.01M,-1.06%
12/5/2020,8972.8,8846.5,9067.6,8720.1 ,5.77M,0.35%
11/5/2020,8941.2,8656.9,8941.2,8625.3 ,9.06M,4.81%
8/5/2020,8530.5,8340.9,8720.1,8340.9 ,11.56M,2.27%
7/5/2020,8340.9,8183.0,8340.9,8151.4 ,3.40M,1.93%
6/5/2020,8183.0,8056.6,8214.6,8025.0 ,2.45M,2.37%
5/5/2020,7993.4,8025.0,8151.4,7961.8 ,2.43M,-0.39%
4/5/2020,8025.0,8151.4,8214.6,8025.0 ,3.18M,-2.31%
29/04/2020,8214.6,8214.6,8277.8,8151.4 ,2.12M,0.39%
28/04/2020,8183.0,8277.8,8277.8,8088.2 ,3.78M,-1.15%
27/04/2020,8277.8,8435.7,8435.7,8246.2 ,3.08M,-1.13%
24/04/2020,8372.5,8372.5,8435.7,8246.2 ,2.20M,-0.38%
23/04/2020,8404.1,8530.5,8720.1,8404.1 ,3.79M,0.00%
22/04/2020,8404.1,7898.6,8498.9,7898.6 ,5.01M,3.50%
21/04/2020,8119.8,8404.1,8498.9,8056.6 ,6.48M,-6.20%
20/04/2020,8656.9,8625.3,8720.1,8498.9 ,4.86M,0.74%
17/04/2020,8593.7,8530.5,8720.1,8498.9 ,5.75M,1.87%
16/04/2020,8435.7,8340.9,8562.1,8277.8 ,3.80M,0.00%
15/04/2020,8435.7,8404.1,8498.9,8340.9 ,4.49M,1.14%
14/04/2020,8340.9,8246.2,8340.9,8056.6 ,5.70M,0.38%
13/04/2020,8309.3,8309.3,8467.3,8214.6 ,5.22M,-1.13%
10/4/2020,8404.1,8404.1,8593.7,8214.6 ,4.72M,0.76%
9/4/2020,8340.9,8214.6,8340.9,8183.0 ,8.04M,6.70%
8/4/2020,7816.9,7571.8,7898.6,7408.4 ,6.93M,1.41%
7/4/2020,7708.0,7898.6,7925.9,7626.3 ,10.80M,0.00%
